stage_history_id,opportunity_id,stage_name,entered_at
SH0003716,OPP000679,Negotiation,2023-07-21
SH0003717,OPP000679,Closed Lost,2023-07-29
SH0003718,OPP000680,Prospecting,2024-12-10
SH0003719,OPP000680,Discovery,2024-12-17
SH0003720,OPP000680,Demo,2024-12-24
SH0003721,OPP000680,Proposal,2024-12-31
SH0003722,OPP000680,Negotiation,2025-01-07
SH0003723,OPP000680,Closed Lost,2025-01-14
SH0003724,OPP000681,Prospecting,2025-11-07
SH0003725,OPP000681,Discovery,2025-11-13
SH0003726,OPP000681,Demo,2025-11-19
SH0003727,OPP000681,Proposal,2025-11-25
SH0003728,OPP000681,Negotiation,2025-12-01
SH0003729,OPP000681,Closed Won,2025-12-07
SH0003730,OPP000682,Prospecting,2026-06-25
SH0003731,OPP000682,Discovery,2026-07-16
SH0003732,OPP000682,Demo,2026-08-06
SH0003733,OPP000682,Proposal,2026-08-27
SH0003734,OPP000683,Prospecting,2026-04-06
SH0003735,OPP000683,Discovery,2026-05-05
SH0003736,OPP000683,Demo,2026-06-03
SH0003737,OPP000684,Prospecting,2024-11-13
SH0003738,OPP000684,Discovery,2024-11-27
SH0003739,OPP000684,Demo,2024-12-11
SH0003740,OPP000684,Proposal,2024-12-25
SH0003741,OPP000684,Negotiation,2025-01-08
SH0003742,OPP000684,Closed Won,2025-01-22
SH0003743,OPP000685,Prospecting,2025-02-26
SH0003744,OPP000685,Discovery,2025-03-12
SH0003745,OPP000685,Demo,2025-03-26
SH0003746,OPP000685,Proposal,2025-04-09
SH0003747,OPP000685,Negotiation,2025-04-23
SH0003748,OPP000685,Closed Won,2025-05-07
SH0003749,OPP000686,Prospecting,2025-11-11
SH0003750,OPP000686,Discovery,2025-11-15
SH0003751,OPP000686,Demo,2025-11-19
SH0003752,OPP000686,Proposal,2025-11-23
SH0003753,OPP000686,Negotiation,2025-11-27
SH0003754,OPP000686,Closed Won,2025-12-01
SH0003755,OPP000687,Prospecting,2024-12-19
SH0003756,OPP000687,Discovery,2024-12-25
SH0003757,OPP000687,Demo,2024-12-31
SH0003758,OPP000687,Proposal,2025-01-06
SH0003759,OPP000687,Negotiation,2025-01-12
SH0003760,OPP000687,Closed Lost,2025-01-18
SH0003761,OPP000688,Prospecting,2025-03-25
SH0003762,OPP000688,Discovery,2025-04-06
SH0003763,OPP000688,Demo,2025-04-18
SH0003764,OPP000688,Proposal,2025-04-30
SH0003765,OPP000688,Negotiation,2025-05-12
SH0003766,OPP000688,Closed Won,2025-05-24
SH0003767,OPP000689,Prospecting,2025-12-07
SH0003768,OPP000689,Discovery,2025-12-23
SH0003769,OPP000689,Demo,2026-01-08
SH0003770,OPP000689,Proposal,2026-01-24
SH0003771,OPP000689,Negotiation,2026-02-09
SH0003772,OPP000689,Closed Lost,2026-02-25
SH0003773,OPP000690,Prospecting,2026-05-20
SH0003774,OPP000691,Prospecting,2024-12-20
SH0003775,OPP000691,Discovery,2024-12-30
SH0003776,OPP000691,Demo,2025-01-09
SH0003777,OPP000691,Proposal,2025-01-19
SH0003778,OPP000691,Negotiation,2025-01-29
SH0003779,OPP000691,Closed Lost,2025-02-08
SH0003780,OPP000692,Prospecting,2023-10-24
SH0003781,OPP000692,Discovery,2023-11-05
SH0003782,OPP000692,Demo,2023-11-17
SH0003783,OPP000692,Proposal,2023-11-29
SH0003784,OPP000692,Negotiation,2023-12-11
SH0003785,OPP000692,Closed Lost,2023-12-23
SH0003786,OPP000693,Prospecting,2023-05-28
SH0003787,OPP000693,Demo,2023-06-15
SH0003788,OPP000693,Closed Won,2023-07-03
SH0003789,OPP000694,Prospecting,2024-05-06
SH0003790,OPP000694,Discovery,2024-05-23
SH0003791,OPP000694,Demo,2024-06-09
SH0003792,OPP000694,Proposal,2024-06-26
SH0003793,OPP000694,Negotiation,2024-07-13
SH0003794,OPP000694,Closed Lost,2024-07-30
SH0003795,OPP000695,Prospecting,2024-03-25
SH0003796,OPP000695,Demo,2024-04-10
SH0003797,OPP000695,Closed Won,2024-04-26
SH0003798,OPP000696,Prospecting,2025-07-21
SH0003799,OPP000696,Discovery,2025-07-27
SH0003800,OPP000696,Demo,2025-08-02
SH0003801,OPP000696,Proposal,2025-08-08
SH0003802,OPP000696,Negotiation,2025-08-14
SH0003803,OPP000696,Closed Lost,2025-08-20
SH0003804,OPP000697,Prospecting,2026-02-25
SH0003805,OPP000697,Discovery,2026-02-28
SH0003806,OPP000697,Demo,2026-03-03
SH0003807,OPP000697,Proposal,2026-03-06
SH0003808,OPP000697,Negotiation,2026-03-09
SH0003809,OPP000697,Closed Won,2026-03-12
SH0003810,OPP000698,Prospecting,2023-01-27
SH0003811,OPP000698,Discovery,2023-02-07
SH0003812,OPP000698,Demo,2023-02-18
SH0003813,OPP000698,Proposal,2023-03-01
SH0003814,OPP000698,Negotiation,2023-03-12
SH0003815,OPP000698,Closed Lost,2023-03-23
SH0003816,OPP000699,Prospecting,2023-10-03
SH0003817,OPP000699,Discovery,2023-10-11
SH0003818,OPP000699,Demo,2023-10-19
SH0003819,OPP000699,Proposal,2023-10-27
SH0003820,OPP000699,Negotiation,2023-11-04
SH0003821,OPP000699,Closed Lost,2023-11-12
SH0003822,OPP000700,Prospecting,2024-07-28
SH0003823,OPP000700,Discovery,2024-08-01
SH0003824,OPP000700,Demo,2024-08-05
SH0003825,OPP000700,Proposal,2024-08-09
SH0003826,OPP000700,Negotiation,2024-08-13
SH0003827,OPP000700,Closed Lost,2024-08-17
SH0003828,OPP000701,Prospecting,2024-09-28
SH0003829,OPP000701,Discovery,2024-10-05
SH0003830,OPP000701,Demo,2024-10-12
SH0003831,OPP000701,Proposal,2024-10-19
SH0003832,OPP000701,Negotiation,2024-10-26
SH0003833,OPP000701,Closed Lost,2024-11-02
SH0003834,OPP000702,Prospecting,2026-01-30
SH0003835,OPP000702,Discovery,2026-02-04
SH0003836,OPP000702,Demo,2026-02-09
SH0003837,OPP000702,Proposal,2026-02-14
SH0003838,OPP000702,Negotiation,2026-02-19
SH0003839,OPP000702,Closed Lost,2026-02-24
SH0003840,OPP000703,Prospecting,2025-09-04
SH0003841,OPP000703,Discovery,2025-09-15
SH0003842,OPP000703,Demo,2025-09-26
SH0003843,OPP000703,Proposal,2025-10-07
SH0003844,OPP000703,Negotiation,2025-10-18
SH0003845,OPP000703,Closed Lost,2025-10-29
SH0003846,OPP000704,Prospecting,2025-07-19
SH0003847,OPP000704,Discovery,2025-07-23
SH0003848,OPP000704,Demo,2025-07-27
SH0003849,OPP000704,Proposal,2025-07-31
SH0003850,OPP000704,Negotiation,2025-08-04
SH0003851,OPP000704,Closed Won,2025-08-08
SH0003852,OPP000705,Prospecting,2024-06-03
SH0003853,OPP000705,Discovery,2024-06-15
SH0003854,OPP000705,Demo,2024-06-27
SH0003855,OPP000705,Proposal,2024-07-09
SH0003856,OPP000705,Negotiation,2024-07-21
SH0003857,OPP000705,Closed Won,2024-08-02
SH0003858,OPP000706,Prospecting,2025-02-02
SH0003859,OPP000706,Demo,2025-03-07
SH0003860,OPP000706,Closed Lost,2025-04-09
SH0003861,OPP000707,Prospecting,2025-05-17
SH0003862,OPP000707,Discovery,2025-05-29
SH0003863,OPP000707,Demo,2025-06-10
SH0003864,OPP000707,Proposal,2025-06-22
SH0003865,OPP000707,Negotiation,2025-07-04
SH0003866,OPP000707,Closed Lost,2025-07-16
SH0003867,OPP000708,Prospecting,2025-08-19
SH0003868,OPP000708,Discovery,2025-09-07
SH0003869,OPP000708,Demo,2025-09-26
SH0003870,OPP000708,Proposal,2025-10-15
SH0003871,OPP000708,Negotiation,2025-11-03
SH0003872,OPP000708,Closed Lost,2025-11-22
SH0003873,OPP000709,Prospecting,2026-04-01
SH0003874,OPP000709,Discovery,2026-04-10
SH0003875,OPP000709,Demo,2026-04-19
SH0003876,OPP000709,Proposal,2026-04-28
SH0003877,OPP000709,Negotiation,2026-05-07
SH0003878,OPP000709,Closed Won,2026-05-16
SH0003879,OPP000710,Prospecting,2024-01-20
SH0003880,OPP000710,Discovery,2024-01-28
SH0003881,OPP000710,Demo,2024-02-05
SH0003882,OPP000710,Proposal,2024-02-13
SH0003883,OPP000710,Negotiation,2024-02-21
SH0003884,OPP000710,Closed Lost,2024-02-29
SH0003885,OPP000711,Prospecting,2024-07-03
SH0003886,OPP000711,Discovery,2024-07-08
SH0003887,OPP000711,Demo,2024-07-13
SH0003888,OPP000711,Proposal,2024-07-18
SH0003889,OPP000711,Negotiation,2024-07-23
SH0003890,OPP000711,Closed Lost,2024-07-28
SH0003891,OPP000712,Prospecting,2025-02-22
SH0003892,OPP000712,Discovery,2025-03-04
SH0003893,OPP000712,Demo,2025-03-14
SH0003894,OPP000712,Proposal,2025-03-24
SH0003895,OPP000712,Negotiation,2025-04-03
SH0003896,OPP000712,Closed Won,2025-04-13
SH0003897,OPP000713,Prospecting,2025-11-21
SH0003898,OPP000713,Discovery,2025-12-02
SH0003899,OPP000713,Demo,2025-12-13
SH0003900,OPP000713,Proposal,2025-12-24
SH0003901,OPP000713,Negotiation,2026-01-04
SH0003902,OPP000713,Closed Won,2026-01-15
SH0003903,OPP000714,Prospecting,2025-04-26
SH0003904,OPP000714,Discovery,2025-05-04
SH0003905,OPP000714,Demo,2025-05-12
SH0003906,OPP000714,Proposal,2025-05-20
SH0003907,OPP000714,Negotiation,2025-05-28
SH0003908,OPP000714,Closed Won,2025-06-05
SH0003909,OPP000715,Prospecting,2026-04-07
SH0003910,OPP000715,Discovery,2026-04-28
SH0003911,OPP000715,Demo,2026-05-19
SH0003912,OPP000715,Proposal,2026-06-09
SH0003913,OPP000715,Negotiation,2026-06-30
SH0003914,OPP000716,Prospecting,2023-02-11
SH0003915,OPP000716,Discovery,2023-02-19
SH0003916,OPP000716,Demo,2023-02-27
SH0003917,OPP000716,Proposal,2023-03-07
SH0003918,OPP000716,Negotiation,2023-03-15
SH0003919,OPP000716,Closed Lost,2023-03-23
SH0003920,OPP000717,Prospecting,2024-03-21
SH0003921,OPP000717,Discovery,2024-04-06
SH0003922,OPP000717,Demo,2024-04-22
SH0003923,OPP000717,Proposal,2024-05-08
SH0003924,OPP000717,Negotiation,2024-05-24
SH0003925,OPP000717,Closed Won,2024-06-09
SH0003926,OPP000718,Prospecting,2024-10-31
SH0003927,OPP000718,Discovery,2024-11-10
SH0003928,OPP000718,Demo,2024-11-20
SH0003929,OPP000718,Proposal,2024-11-30
SH0003930,OPP000718,Negotiation,2024-12-10
SH0003931,OPP000718,Closed Lost,2024-12-20
SH0003932,OPP000719,Prospecting,2023-04-10
SH0003933,OPP000719,Discovery,2023-04-21
SH0003934,OPP000719,Demo,2023-05-02
SH0003935,OPP000719,Proposal,2023-05-13
SH0003936,OPP000719,Negotiation,2023-05-24
SH0003937,OPP000719,Closed Lost,2023-06-04
SH0003938,OPP000720,Prospecting,2023-12-18
SH0003939,OPP000720,Discovery,2023-12-21
SH0003940,OPP000720,Demo,2023-12-24
SH0003941,OPP000720,Proposal,2023-12-27
SH0003942,OPP000720,Negotiation,2023-12-30
SH0003943,OPP000720,Closed Lost,2024-01-02
SH0003944,OPP000721,Prospecting,2025-09-13
SH0003945,OPP000721,Discovery,2025-09-18
SH0003946,OPP000721,Demo,2025-09-23
SH0003947,OPP000721,Proposal,2025-09-28
SH0003948,OPP000721,Negotiation,2025-10-03
SH0003949,OPP000721,Closed Lost,2025-10-08
SH0003950,OPP000722,Prospecting,2026-06-15
SH0003951,OPP000723,Prospecting,2025-03-17
SH0003952,OPP000723,Demo,2025-04-25
SH0003953,OPP000723,Closed Won,2025-06-03
SH0003954,OPP000724,Prospecting,2025-08-20
SH0003955,OPP000724,Discovery,2025-09-06
SH0003956,OPP000724,Demo,2025-09-23
SH0003957,OPP000724,Proposal,2025-10-10
SH0003958,OPP000724,Negotiation,2025-10-27
SH0003959,OPP000724,Closed Lost,2025-11-13
SH0003960,OPP000725,Prospecting,2026-04-22
SH0003961,OPP000725,Discovery,2026-05-10
SH0003962,OPP000725,Demo,2026-05-28
SH0003963,OPP000725,Proposal,2026-06-15
SH0003964,OPP000726,Prospecting,2023-07-05
SH0003965,OPP000726,Discovery,2023-07-13
SH0003966,OPP000726,Demo,2023-07-21
SH0003967,OPP000726,Proposal,2023-07-29
SH0003968,OPP000726,Negotiation,2023-08-06
SH0003969,OPP000726,Closed Lost,2023-08-14
SH0003970,OPP000727,Prospecting,2024-03-06
SH0003971,OPP000727,Discovery,2024-03-25
SH0003972,OPP000727,Demo,2024-04-13
SH0003973,OPP000727,Proposal,2024-05-02
SH0003974,OPP000727,Negotiation,2024-05-21
SH0003975,OPP000727,Closed Won,2024-06-09
SH0003976,OPP000728,Prospecting,2026-01-14
SH0003977,OPP000728,Discovery,2026-01-17
SH0003978,OPP000728,Demo,2026-01-20
SH0003979,OPP000728,Proposal,2026-01-23
SH0003980,OPP000728,Negotiation,2026-01-26
SH0003981,OPP000728,Closed Lost,2026-01-29
SH0003982,OPP000729,Prospecting,2025-12-05
SH0003983,OPP000729,Discovery,2025-12-09
SH0003984,OPP000729,Demo,2025-12-13
SH0003985,OPP000729,Proposal,2025-12-17
SH0003986,OPP000729,Negotiation,2025-12-21
SH0003987,OPP000729,Closed Won,2025-12-25
SH0003988,OPP000730,Prospecting,2025-07-02
SH0003989,OPP000730,Discovery,2025-07-06
SH0003990,OPP000730,Demo,2025-07-10
SH0003991,OPP000730,Proposal,2025-07-14
SH0003992,OPP000730,Negotiation,2025-07-18
SH0003993,OPP000730,Closed Lost,2025-07-22
SH0003994,OPP000731,Prospecting,2026-03-19
SH0003995,OPP000731,Discovery,2026-04-02
SH0003996,OPP000731,Demo,2026-04-16
SH0003997,OPP000731,Proposal,2026-04-30
SH0003998,OPP000731,Negotiation,2026-05-14
SH0003999,OPP000731,Closed Lost,2026-05-28
SH0004000,OPP000732,Prospecting,2023-04-21
SH0004001,OPP000732,Discovery,2023-04-30
SH0004002,OPP000732,Demo,2023-05-09
SH0004003,OPP000732,Proposal,2023-05-18
SH0004004,OPP000732,Negotiation,2023-05-27
SH0004005,OPP000732,Closed Won,2023-06-05
SH0004006,OPP000733,Prospecting,2023-12-30
SH0004007,OPP000733,Discovery,2024-01-15
SH0004008,OPP000733,Demo,2024-01-31
SH0004009,OPP000733,Proposal,2024-02-16
SH0004010,OPP000733,Negotiation,2024-03-03
SH0004011,OPP000733,Closed Lost,2024-03-19
SH0004012,OPP000734,Prospecting,2023-12-19
SH0004013,OPP000734,Discovery,2023-12-25
SH0004014,OPP000734,Demo,2023-12-31
SH0004015,OPP000734,Proposal,2024-01-06
SH0004016,OPP000734,Negotiation,2024-01-12
SH0004017,OPP000734,Closed Won,2024-01-18
SH0004018,OPP000735,Prospecting,2023-03-22
SH0004019,OPP000735,Discovery,2023-04-04
SH0004020,OPP000735,Demo,2023-04-17
SH0004021,OPP000735,Proposal,2023-04-30
SH0004022,OPP000735,Negotiation,2023-05-13
SH0004023,OPP000735,Closed Won,2023-05-26
SH0004024,OPP000736,Prospecting,2025-11-22
SH0004025,OPP000736,Demo,2025-12-17
SH0004026,OPP000736,Closed Lost,2026-01-11
SH0004027,OPP000737,Prospecting,2026-04-15
SH0004028,OPP000737,Discovery,2026-05-22
SH0004029,OPP000737,Demo,2026-06-28
SH0004030,OPP000738,Prospecting,2023-09-12
SH0004031,OPP000738,Discovery,2023-09-22
SH0004032,OPP000738,Demo,2023-10-02
SH0004033,OPP000738,Proposal,2023-10-12
SH0004034,OPP000738,Negotiation,2023-10-22
SH0004035,OPP000738,Closed Won,2023-11-01
SH0004036,OPP000739,Prospecting,2024-05-25
SH0004037,OPP000739,Discovery,2024-06-06
SH0004038,OPP000739,Demo,2024-06-18
SH0004039,OPP000739,Proposal,2024-06-30
SH0004040,OPP000739,Negotiation,2024-07-12
SH0004041,OPP000739,Closed Won,2024-07-24
SH0004042,OPP000740,Prospecting,2026-04-22
SH0004043,OPP000740,Discovery,2026-04-26
SH0004044,OPP000740,Demo,2026-04-30
SH0004045,OPP000740,Proposal,2026-05-04
SH0004046,OPP000740,Negotiation,2026-05-08
SH0004047,OPP000740,Closed Won,2026-05-12
SH0004048,OPP000741,Prospecting,2025-04-17
SH0004049,OPP000741,Discovery,2025-04-26
SH0004050,OPP000741,Demo,2025-05-05
SH0004051,OPP000741,Proposal,2025-05-14
SH0004052,OPP000741,Negotiation,2025-05-23
SH0004053,OPP000741,Closed Lost,2025-06-01
SH0004054,OPP000742,Prospecting,2025-03-06
SH0004055,OPP000742,Discovery,2025-03-23
SH0004056,OPP000742,Demo,2025-04-09
SH0004057,OPP000742,Proposal,2025-04-26
SH0004058,OPP000742,Negotiation,2025-05-13
SH0004059,OPP000742,Closed Lost,2025-05-30
SH0004060,OPP000743,Prospecting,2025-05-21
SH0004061,OPP000743,Discovery,2025-05-28
SH0004062,OPP000743,Demo,2025-06-04
SH0004063,OPP000743,Proposal,2025-06-11
SH0004064,OPP000743,Negotiation,2025-06-18
SH0004065,OPP000743,Closed Lost,2025-06-25
SH0004066,OPP000744,Prospecting,2026-01-30
SH0004067,OPP000744,Discovery,2026-02-18
SH0004068,OPP000744,Demo,2026-03-09
SH0004069,OPP000744,Proposal,2026-03-28
SH0004070,OPP000744,Negotiation,2026-04-16
SH0004071,OPP000744,Closed Won,2026-05-05
SH0004072,OPP000745,Prospecting,2023-05-23
SH0004073,OPP000745,Discovery,2023-06-03
SH0004074,OPP000745,Demo,2023-06-14
SH0004075,OPP000745,Proposal,2023-06-25
SH0004076,OPP000745,Negotiation,2023-07-06
SH0004077,OPP000745,Closed Lost,2023-07-17
SH0004078,OPP000746,Prospecting,2023-11-05
SH0004079,OPP000746,Discovery,2023-11-14
SH0004080,OPP000746,Demo,2023-11-23
SH0004081,OPP000746,Proposal,2023-12-02
SH0004082,OPP000746,Negotiation,2023-12-11
SH0004083,OPP000746,Closed Won,2023-12-20
SH0004084,OPP000747,Prospecting,2025-08-20
SH0004085,OPP000747,Demo,2025-08-26
SH0004086,OPP000747,Closed Won,2025-09-01
SH0004087,OPP000748,Prospecting,2024-09-17
SH0004088,OPP000748,Discovery,2024-09-27
SH0004089,OPP000748,Demo,2024-10-07
SH0004090,OPP000748,Proposal,2024-10-17
SH0004091,OPP000748,Negotiation,2024-10-27
SH0004092,OPP000748,Closed Lost,2024-11-06
SH0004093,OPP000749,Prospecting,2025-02-04
SH0004094,OPP000749,Discovery,2025-02-19
SH0004095,OPP000749,Demo,2025-03-06
SH0004096,OPP000749,Proposal,2025-03-21
SH0004097,OPP000749,Negotiation,2025-04-05
SH0004098,OPP000749,Closed Lost,2025-04-20
SH0004099,OPP000750,Prospecting,2023-12-08
SH0004100,OPP000750,Discovery,2023-12-26
SH0004101,OPP000750,Demo,2024-01-13
SH0004102,OPP000750,Proposal,2024-01-31
SH0004103,OPP000750,Negotiation,2024-02-18
SH0004104,OPP000750,Closed Won,2024-03-07
SH0004105,OPP000751,Prospecting,2024-12-30
SH0004106,OPP000751,Discovery,2025-01-10
SH0004107,OPP000751,Demo,2025-01-21
SH0004108,OPP000751,Proposal,2025-02-01
SH0004109,OPP000751,Negotiation,2025-02-12
SH0004110,OPP000751,Closed Won,2025-02-23
SH0004111,OPP000752,Prospecting,2024-01-12
SH0004112,OPP000752,Discovery,2024-01-20
SH0004113,OPP000752,Demo,2024-01-28
SH0004114,OPP000752,Proposal,2024-02-05
SH0004115,OPP000752,Negotiation,2024-02-13
SH0004116,OPP000752,Closed Lost,2024-02-21
SH0004117,OPP000753,Prospecting,2023-02-22
SH0004118,OPP000753,Discovery,2023-03-03
SH0004119,OPP000753,Demo,2023-03-12
SH0004120,OPP000753,Proposal,2023-03-21
SH0004121,OPP000753,Negotiation,2023-03-30
SH0004122,OPP000753,Closed Lost,2023-04-08
SH0004123,OPP000754,Prospecting,2023-10-18
SH0004124,OPP000754,Discovery,2023-10-24
SH0004125,OPP000754,Demo,2023-10-30
SH0004126,OPP000754,Proposal,2023-11-05
SH0004127,OPP000754,Negotiation,2023-11-11
SH0004128,OPP000754,Closed Lost,2023-11-17
SH0004129,OPP000755,Prospecting,2024-02-29
SH0004130,OPP000755,Discovery,2024-03-16
SH0004131,OPP000755,Demo,2024-04-01
SH0004132,OPP000755,Proposal,2024-04-17
SH0004133,OPP000755,Negotiation,2024-05-03
SH0004134,OPP000755,Closed Lost,2024-05-19
SH0004135,OPP000756,Prospecting,2024-09-20
SH0004136,OPP000756,Discovery,2024-09-26
SH0004137,OPP000756,Demo,2024-10-02
SH0004138,OPP000756,Proposal,2024-10-08
SH0004139,OPP000756,Negotiation,2024-10-14
SH0004140,OPP000756,Closed Won,2024-10-20
SH0004141,OPP000757,Prospecting,2025-07-30
SH0004142,OPP000757,Discovery,2025-08-05
SH0004143,OPP000757,Demo,2025-08-11
SH0004144,OPP000757,Proposal,2025-08-17
SH0004145,OPP000757,Negotiation,2025-08-23
SH0004146,OPP000757,Closed Lost,2025-08-29
SH0004147,OPP000758,Prospecting,2024-04-19
SH0004148,OPP000758,Demo,2024-05-14
SH0004149,OPP000758,Closed Lost,2024-06-08
SH0004150,OPP000759,Prospecting,2023-03-30
SH0004151,OPP000759,Discovery,2023-04-19
SH0004152,OPP000759,Demo,2023-05-09
SH0004153,OPP000759,Proposal,2023-05-29
SH0004154,OPP000759,Negotiation,2023-06-18
SH0004155,OPP000759,Closed Lost,2023-07-08
SH0004156,OPP000760,Prospecting,2023-12-05
SH0004157,OPP000760,Discovery,2023-12-14
SH0004158,OPP000760,Demo,2023-12-23
SH0004159,OPP000760,Proposal,2024-01-01
SH0004160,OPP000760,Negotiation,2024-01-10
SH0004161,OPP000760,Closed Lost,2024-01-19
SH0004162,OPP000761,Prospecting,2024-04-08
SH0004163,OPP000761,Discovery,2024-04-23
SH0004164,OPP000761,Demo,2024-05-08
SH0004165,OPP000761,Proposal,2024-05-23
SH0004166,OPP000761,Negotiation,2024-06-07
SH0004167,OPP000761,Closed Won,2024-06-22
SH0004168,OPP000762,Prospecting,2025-11-09
SH0004169,OPP000762,Discovery,2025-11-21
SH0004170,OPP000762,Demo,2025-12-03
SH0004171,OPP000762,Proposal,2025-12-15
SH0004172,OPP000762,Negotiation,2025-12-27
SH0004173,OPP000762,Closed Lost,2026-01-08
SH0004174,OPP000763,Prospecting,2023-12-21
SH0004175,OPP000763,Demo,2024-01-14
SH0004176,OPP000763,Closed Lost,2024-02-07
SH0004177,OPP000764,Prospecting,2023-08-22
SH0004178,OPP000764,Discovery,2023-09-04
SH0004179,OPP000764,Demo,2023-09-17
SH0004180,OPP000764,Proposal,2023-09-30
SH0004181,OPP000764,Negotiation,2023-10-13
SH0004182,OPP000764,Closed Won,2023-10-26
SH0004183,OPP000765,Prospecting,2025-12-19
SH0004184,OPP000765,Discovery,2026-01-01
SH0004185,OPP000765,Demo,2026-01-14
SH0004186,OPP000765,Proposal,2026-01-27
SH0004187,OPP000765,Negotiation,2026-02-09
SH0004188,OPP000765,Closed Lost,2026-02-22
SH0004189,OPP000766,Prospecting,2025-08-28
SH0004190,OPP000766,Discovery,2025-08-30
SH0004191,OPP000766,Demo,2025-09-01
SH0004192,OPP000766,Proposal,2025-09-03
SH0004193,OPP000766,Negotiation,2025-09-05
SH0004194,OPP000766,Closed Lost,2025-09-07
SH0004195,OPP000767,Prospecting,2026-04-02
SH0004196,OPP000767,Discovery,2026-05-26
SH0004197,OPP000768,Prospecting,2025-09-04
SH0004198,OPP000768,Discovery,2025-09-20
SH0004199,OPP000768,Demo,2025-10-06
SH0004200,OPP000768,Proposal,2025-10-22
SH0004201,OPP000768,Negotiation,2025-11-07
SH0004202,OPP000768,Closed Lost,2025-11-23
SH0004203,OPP000769,Prospecting,2026-05-25
SH0004204,OPP000769,Discovery,2026-06-04
SH0004205,OPP000769,Demo,2026-06-14
SH0004206,OPP000769,Proposal,2026-06-24
SH0004207,OPP000769,Negotiation,2026-07-04
SH0004208,OPP000770,Prospecting,2025-05-02
SH0004209,OPP000770,Discovery,2025-05-17
SH0004210,OPP000770,Demo,2025-06-01
SH0004211,OPP000770,Proposal,2025-06-16
SH0004212,OPP000770,Negotiation,2025-07-01
SH0004213,OPP000770,Closed Won,2025-07-16
SH0004214,OPP000771,Prospecting,2025-12-21
SH0004215,OPP000771,Discovery,2025-12-24
SH0004216,OPP000771,Demo,2025-12-27
SH0004217,OPP000771,Proposal,2025-12-30
SH0004218,OPP000771,Negotiation,2026-01-02
SH0004219,OPP000771,Closed Lost,2026-01-05
SH0004220,OPP000772,Prospecting,2025-04-28
SH0004221,OPP000772,Discovery,2025-05-11
SH0004222,OPP000772,Demo,2025-05-24
SH0004223,OPP000772,Proposal,2025-06-06
SH0004224,OPP000772,Negotiation,2025-06-19
SH0004225,OPP000772,Closed Lost,2025-07-02
SH0004226,OPP000773,Prospecting,2025-04-01
SH0004227,OPP000773,Demo,2025-04-29
SH0004228,OPP000773,Closed Lost,2025-05-27
SH0004229,OPP000774,Prospecting,2025-11-25
SH0004230,OPP000774,Discovery,2025-12-12
SH0004231,OPP000774,Demo,2025-12-29
SH0004232,OPP000774,Proposal,2026-01-15
SH0004233,OPP000774,Negotiation,2026-02-01
SH0004234,OPP000774,Closed Lost,2026-02-18
SH0004235,OPP000775,Prospecting,2025-11-15
SH0004236,OPP000775,Demo,2025-12-21
SH0004237,OPP000775,Closed Lost,2026-01-26
SH0004238,OPP000776,Prospecting,2025-03-13
SH0004239,OPP000776,Discovery,2025-03-15
SH0004240,OPP000776,Demo,2025-03-17
SH0004241,OPP000776,Proposal,2025-03-19
SH0004242,OPP000776,Negotiation,2025-03-21
SH0004243,OPP000776,Closed Lost,2025-03-23
SH0004244,OPP000777,Prospecting,2025-11-01
SH0004245,OPP000777,Discovery,2025-11-08
